Gene start,Gene end,Strand,Gene name,Accnum,Product,Accession
1613303,1613761,-1,T_RS07915,WP_000502119.1,IS200/IS605-like element IS200F family transposase,NC_004631.1
1613718,1613900,-1,T_RS26095,WP_000431187.1,hypothetical protein,NC_004631.1
1614358,1614792,1,T_RS07920,WP_001082296.1,universal stress protein UspF,NC_004631.1
1614845,1615183,-1,T_RS07925,WP_000159242.1,SMR family transporter,NC_004631.1
1615458,1617289,-1,T_RS07930,NA,DUF4765 family protein,NC_004631.1
1617719,1617871,1,T_RS24135,NA,tyrosine-type recombinase/integrase,NC_004631.1
1617977,1618912,1,T_RS07935,WP_001156215.1,tRNA 2-thiocytidine(32) synthetase TtcA,NC_004631.1
1618956,1620330,-1,T_RS07940,NA,ATP-dependent RNA helicase DbpA,NC_004631.1
1620359,1620541,-1,T_RS26420,WP_001750081.1,hypothetical protein,NC_004631.1
1620817,1621800,-1,T_RS07945,WP_000387372.1,zinc transporter ZntB,NC_004631.1
1621946,1623100,-1,T_RS07950,WP_000945629.1,methyl-accepting chemotaxis protein,NC_004631.1
1623511,1624074,-1,T_RS07955,WP_001046807.1,DNA endonuclease SmrA,NC_004631.1
1624332,1624847,1,T_RS07960,WP_000945036.1,methylated-DNA--[protein]-cysteine S-methyltransferase,NC_004631.1
1625043,1625795,1,T_RS07965,WP_000611917.1,fumarate/nitrate reduction transcriptional regulator Fnr,NC_004631.1
1625946,1626893,1,T_RS07970,WP_001262143.1,universal stress protein UspE,NC_004631.1
1626948,1627202,-1,T_RS07975,WP_000605645.1,DUF2534 family protein,NC_004631.1
1627441,1628472,1,T_RS07980,WP_000493669.1,mechanosensitive ion channel family protein,NC_004631.1
1628558,1629160,-1,T_RS07985,WP_000163369.1,helix-turn-helix domain-containing protein,NC_004631.1
1629204,1629890,1,T_RS07990,WP_000097260.1,B3/4 domain-containing protein,NC_004631.1
1629918,1630256,1,T_RS07995,WP_000051816.1,hypothetical protein,NC_004631.1
1630362,1630919,-1,T_RS08000,WP_001062615.1,peroxiredoxin,NC_004631.1
1631018,1631851,-1,T_RS08005,WP_001242932.1,two-partner-like secretion system exoprotein ZirS,NC_004631.1
1631872,1633854,-1,T_RS08010,WP_000232041.1,two-partner secretion translocator ZirT,NC_004631.1
1633929,1634774,-1,T_RS08015,WP_000273672.1,two-partner-like secretion system exoprotein ZirU,NC_004631.1
1635071,1635928,1,T_RS08020,WP_001768272.1,helix-turn-helix domain-containing protein,NC_004631.1
1636319,1637428,1,T_RS08025,WP_001803345.1,hypothetical protein,NC_004631.1
1637642,1637878,-1,T_RS08030,WP_001168017.1,YgdI/YgdR family lipoprotein,NC_004631.1
1638007,1638597,-1,T_RS08035,WP_000208481.1,TetR/AcrR family transcriptional regulator,NC_004631.1
1638675,1639388,1,T_RS08040,WP_000979081.1,SDR family oxidoreductase,NC_004631.1
1639479,1640348,-1,T_RS08045,WP_000456775.1,aldo/keto reductase,NC_004631.1
1640625,1641530,-1,T_RS08050,WP_000359197.1,LysR family transcriptional regulator,NC_004631.1
1641649,1642578,1,T_RS08055,WP_000814344.1,aromatic alcohol reductase,NC_004631.1
1642675,1644288,-1,T_RS08060,WP_001216556.1,peptide ABC transporter substrate-binding protein,NC_004631.1
1644478,1645206,1,T_RS08065,WP_000219125.1,murein tripeptide amidase MpaA,NC_004631.1
1645181,1646146,-1,T_RS08070,WP_001258077.1,L-Ala-D/L-Glu epimerase,NC_004631.1
1646262,1646768,1,T_RS08075,WP_000084375.1,thiol peroxidase,NC_004631.1
1646818,1647045,1,T_RS26100,WP_000076573.1,hypothetical protein,NC_004631.1
1647002,1647460,1,T_RS08085,WP_000502118.1,IS200/IS605 family transposase,NC_004631.1
1647573,1649114,-1,T_RS08090,WP_001235493.1,transcriptional regulator TyrR,NC_004631.1
1649262,1650323,-1,T_RS08095,WP_001294457.1,YcjF family protein,NC_004631.1
1650320,1651717,-1,T_RS08100,WP_000825858.1,YcjX family protein,NC_004631.1
1651866,1652180,-1,T_RS08105,WP_000913432.1,thiosulfate sulfurtransferase PspE,NC_004631.1
1652256,1652474,-1,T_RS08110,WP_001097607.1,phage shock protein PspD,NC_004631.1
1652497,1652856,-1,T_RS08115,WP_000014347.1,envelope stress response membrane protein PspC,NC_004631.1
1652856,1653080,-1,T_RS08120,WP_001274953.1,envelope stress response membrane protein PspB,NC_004631.1
1653140,1653808,-1,T_RS08125,WP_000511000.1,phage shock protein PspA,NC_004631.1
1653979,1654959,1,T_RS08130,WP_001764157.1,phage shock protein operon transcriptional activator,NC_004631.1
1655071,1656720,1,T_RS08135,WP_001241626.1,peptide ABC transporter substrate-binding protein SapA,NC_004631.1
1656717,1657682,1,T_RS08140,WP_000583298.1,peptide ABC transporter permease SapB,NC_004631.1
1657832,1658259,-1,T_RS08150,NA,recombinase family protein,NC_004631.1
1658493,1658588,-1,T_RS26425,NA,phage holin family protein,NC_004631.1
1658647,1659072,-1,T_RS08155,WP_000727926.1,subtilase family AB5 toxin binding subunit,NC_004631.1
1659098,1659567,-1,T_RS26335,NA,pertussis toxin-like subunit ArtA,NC_004631.1
1659775,1659912,1,T_RS26430,NA,IS4 family transposase,NC_004631.1
1659937,1660101,-1,T_RS26435,NA,recombination protein NinG,NC_004631.1
1660437,1660931,1,T_RS08165,WP_000977502.1,hypothetical protein,NC_004631.1
1661239,1661594,-1,T_RS24170,NA,Arm DNA-binding domain-containing protein,NC_004631.1
1661741,1662631,1,T_RS08175,WP_001146150.1,peptide ABC transporter permease SapC,NC_004631.1
1662631,1663623,1,T_RS08180,WP_001128869.1,peptide ABC transporter ATP-binding protein SapD,NC_004631.1
1663625,1664431,1,T_RS08185,WP_000230464.1,peptide ABC transporter ATP-binding protein SapF,NC_004631.1
1664447,1665154,-1,T_RS08190,WP_001268399.1,EAL domain-containing protein,NC_004631.1
1665621,1667003,-1,T_RS08195,WP_001116915.1,SPI-2 type III secretion system effector kinase SteC,NC_004631.1
1667038,1667217,1,T_RS08200,WP_031624296.1,hypothetical protein,NC_004631.1
1667192,1667491,1,T_RS08205,WP_031610532.1,hypothetical protein,NC_004631.1
1667609,1668397,1,T_RS08210,WP_000506501.1,enoyl-ACP reductase FabI,NC_004631.1
1668597,1669514,1,T_RS08215,NA,CMD domain-containing protein,NC_004631.1
1669819,1671753,1,T_RS08220,WP_000485046.1,exoribonuclease II,NC_004631.1
1672015,1673997,1,T_RS08225,WP_001772471.1,cyclic di-GMP phosphodiesterase,NC_004631.1
1674119,1674298,1,T_RS08230,WP_001279854.1,hypothetical protein,NC_004631.1
1674385,1675137,1,T_RS08235,WP_001088593.1,DNA-binding transcriptional regulator YciT,NC_004631.1
1675398,1675616,1,T_RS08240,WP_000480930.1,osmotically-inducible lipoprotein OsmB,NC_004631.1
1675736,1676062,-1,T_RS08245,WP_001285199.1,stress response translation initiation inhibitor YciH,NC_004631.1
1676062,1676799,-1,T_RS08250,WP_001763993.1,orotidine-5'-phosphate decarboxylase,NC_004631.1
1676990,1678159,-1,T_RS08255,WP_000891378.1,lipopolysaccharide assembly protein LapB,NC_004631.1
1678166,1678474,-1,T_RS08260,WP_000876300.1,LapA family protein,NC_004631.1
1678624,1679388,-1,T_RS08265,WP_000948651.1,phosphatidylglycerophosphatase B,NC_004631.1
1679584,1680174,1,T_RS08270,WP_001176284.1,GTP cyclohydrolase II,NC_004631.1
1680230,1682905,-1,T_RS08275,WP_000099459.1,aconitate hydratase AcnA,NC_004631.1
1683088,1683180,-1,T_RS26440,WP_223148964.1,hypothetical protein,NC_004631.1
1683290,1683460,-1,T_RS26170,WP_000029027.1,hypothetical protein,NC_004631.1
1683461,1683601,-1,T_RS08280,WP_213083417.1,YmiA family putative membrane protein,NC_004631.1
1683882,1684856,-1,T_RS08285,WP_000776231.1,HTH-type transcriptional regulator CysB,NC_004631.1
1685267,1687864,-1,T_RS08290,WP_000513593.1,type I DNA topoisomerase,NC_004631.1
1688267,1688518,1,T_RS08295,WP_000548616.1,YciN family protein,NC_004631.1
1688560,1689606,-1,T_RS08300,WP_000422082.1,protease SohB,NC_004631.1
1689844,1690605,1,T_RS08305,WP_000559310.1,YciK family oxidoreductase,NC_004631.1
1690602,1691192,1,T_RS08310,WP_001278854.1,cob(I)yrinic acid a%2Cc-diamide adenosyltransferase,NC_004631.1
1691279,1692154,-1,T_RS08315,WP_001291233.1,23S rRNA pseudouridine(2605) synthase RluB,NC_004631.1
1692255,1692875,-1,T_RS08320,WP_000077250.1,L-threonylcarbamoyladenylate synthase,NC_004631.1
1692883,1693764,-1,T_RS08325,WP_000500433.1,RNase AM,NC_004631.1
1693886,1693930,1,T_RS25890,WP_010989026.1,trp operon leader peptide,NC_004631.1
1694025,1695587,1,T_RS08330,WP_001194375.1,anthranilate synthase component 1,NC_004631.1
1695587,1697182,1,T_RS08335,WP_000763483.1,bifunctional anthranilate synthase glutamate amidotransferase component TrpG/anthranilate phosphoribosyltransferase TrpD,NC_004631.1
1697186,1698544,1,T_RS08340,WP_001195287.1,bifunctional indole-3-glycerol-phosphate synthase TrpC/phosphoribosylanthranilate isomerase TrpF,NC_004631.1
1698554,1699747,1,T_RS08345,WP_000209485.1,tryptophan synthase subunit beta,NC_004631.1
1699747,1700553,1,T_RS08350,WP_000443029.1,tryptophan synthase subunit alpha,NC_004631.1
1701033,1701215,1,T_RS08355,WP_000807657.1,general stress protein,NC_004631.1
1701305,1701808,1,T_RS08360,WP_001022822.1,ferritin-like domain-containing protein,NC_004631.1
1701882,1702388,1,T_RS08365,WP_001109977.1,ferritin-like domain-containing protein,NC_004631.1
1702408,1703286,1,T_RS08370,WP_000488351.1,manganese catalase family protein,NC_004631.1
1703368,1704006,-1,T_RS08375,WP_000714798.1,outer membrane protein OmpW,NC_004631.1
1704344,1704748,1,T_RS08380,WP_000114955.1,YkgJ family cysteine cluster protein,NC_004631.1
1704774,1705517,1,T_RS08385,WP_000028506.1,envelope biogenesis factor ElyC,NC_004631.1
1705574,1706113,1,T_RS08390,WP_000808682.1,septation protein A,NC_004631.1
1706274,1706675,1,T_RS08395,WP_000210317.1,acyl-CoA thioester hydrolase YciA,NC_004631.1
1706734,1707462,-1,T_RS08400,WP_010989146.1,TonB system transport protein TonB,NC_004631.1
1707686,1707982,1,T_RS08405,WP_000967605.1,YciI family protein,NC_004631.1
1708026,1708199,-1,T_RS25895,WP_001531561.1,YciY family protein,NC_004631.1
1708342,1709802,1,T_RS08410,WP_000206886.1,cardiolipin synthase,NC_004631.1
1709836,1710165,1,T_RS08415,WP_000425070.1,HI1450 family dsDNA-mimic protein,NC_004631.1
1710213,1711049,-1,T_RS08420,WP_000059079.1,ion transporter,NC_004631.1
1711097,1712101,-1,T_RS08425,WP_000994704.1,murein tripeptide/oligopeptide ABC transporter ATP-binding protein OppF,NC_004631.1
1712098,1713105,-1,T_RS08430,WP_000058853.1,ABC transporter ATP-binding protein,NC_004631.1
1713117,1714024,-1,T_RS08435,NA,oligopeptide ABC transporter permease OppC,NC_004631.1
1714039,1714959,-1,T_RS08440,WP_000911094.1,oligopeptide ABC transporter permease OppB,NC_004631.1
1715081,1716712,-1,T_RS08445,WP_001682191.1,oligopeptide ABC transporter substrate-binding protein OppA,NC_004631.1
1717488,1718135,-1,T_RS08450,WP_000615840.1,YchE family NAAT transporter,NC_004631.1
1718612,1721290,1,T_RS08455,WP_000301680.1,bifunctional acetaldehyde-CoA/alcohol dehydrogenase,NC_004631.1
1721487,1722104,-1,T_RS08460,WP_000068097.1,thymidine kinase,NC_004631.1
1722767,1723180,1,T_RS08465,WP_001287383.1,DNA-binding transcriptional regulator H-NS,NC_004631.1
1723312,1724220,-1,T_RS08470,WP_000729450.1,UTP--glucose-1-phosphate uridylyltransferase GalU,NC_004631.1
1724423,1725436,-1,T_RS08475,WP_000193432.1,two-component system response regulator RssB,NC_004631.1
1725527,1726432,-1,T_RS08480,WP_001230581.1,patatin-like phospholipase RssA,NC_004631.1
1726541,1726999,1,T_RS08485,NA,YchJ family protein,NC_004631.1
1727050,1727892,1,T_RS08490,WP_001191159.1,formyltetrahydrofolate deformylase,NC_004631.1
1728669,1730198,-1,T_RS08500,WP_001212716.1,sel1 repeat family protein,NC_004631.1
1730440,1731117,-1,T_RS08505,WP_000545591.1,respiratory nitrate reductase subunit gamma,NC_004631.1
1731117,1731827,-1,T_RS08510,WP_000571671.1,nitrate reductase molybdenum cofactor assembly chaperone,NC_004631.1
1731824,1733359,-1,T_RS08515,WP_000702629.1,nitrate reductase subunit beta,NC_004631.1
1733356,1737099,-1,T_RS08520,WP_000032878.1,nitrate reductase subunit alpha,NC_004631.1
1737487,1738884,-1,T_RS08525,WP_000019848.1,nitrate transporter NarK,NC_004631.1
1739224,1741020,1,T_RS08530,WP_000476250.1,nitrate/nitrite two-component system sensor histidine kinase NarX,NC_004631.1
1741013,1741663,1,T_RS08535,WP_001064595.1,two-component system response regulator NarL,NC_004631.1
1741664,1743088,-1,T_RS08540,WP_024131181.1,YchO/YchP family invasin,NC_004631.1
1743265,1743618,1,T_RS08545,WP_001179794.1,DsrE/DsrF/TusD sulfur relay family protein,NC_004631.1
1743698,1743928,-1,T_RS08550,WP_001146392.1,putative cation transport regulator ChaB,NC_004631.1
1744195,1745295,1,T_RS08555,WP_000148419.1,sodium-potassium/proton antiporter ChaA,NC_004631.1
1745409,1745867,-1,T_RS08560,WP_000502118.1,IS200/IS605 family transposase,NC_004631.1
1746063,1747313,-1,T_RS08565,WP_000444506.1,NADP-dependent isocitrate dehydrogenase,NC_004631.1
1747485,1748150,1,T_RS08570,WP_001249410.1,23S rRNA pseudouridine(2457) synthase RluE,NC_004631.1
1748147,1748476,1,T_RS08575,WP_000825956.1,lysozyme inhibitor LprI family protein,NC_004631.1
1748488,1748949,1,T_RS08580,WP_000476064.1,NUDIX hydrolase,NC_004631.1
1749003,1750109,1,T_RS08585,WP_000004540.1,tRNA 2-thiouridine(34) synthase MnmA,NC_004631.1
1750196,1750837,1,T_RS08590,WP_024131182.1,high frequency lysogenization protein HflD,NC_004631.1
1750841,1752211,1,T_RS08595,WP_000423756.1,adenylosuccinate lyase,NC_004631.1
1752338,1753009,1,T_RS08600,WP_001766960.1,two-component system response regulator PhoP,NC_004631.1
1753009,1754472,1,T_RS08605,WP_001031689.1,two-component system sensor histidine kinase PhoQ,NC_004631.1
1754553,1755674,1,T_RS08610,WP_000456524.1,cupin domain-containing protein,NC_004631.1
1755714,1757048,-1,T_RS08615,WP_000902462.1,hypothetical protein,NC_004631.1
1757052,1758281,-1,T_RS08620,WP_000359419.1,peptidase T,NC_004631.1
1758532,1759668,1,T_RS08625,WP_000531581.1,spermidine/putrescine ABC transporter ATP-binding protein PotA,NC_004631.1
1759652,1760515,1,T_RS08630,WP_000799391.1,spermidine/putrescine ABC transporter permease PotB,NC_004631.1
1760844,1761854,1,T_RS08635,WP_001682002.1,SPI-2 type III secretion system effector SifA,NC_004631.1
1762170,1762949,1,T_RS08640,WP_000580299.1,spermidine/putrescine ABC transporter permease PotC,NC_004631.1
1762974,1764020,1,T_RS08645,WP_000759329.1,spermidine/putrescine ABC transporter substrate-binding protein PotD,NC_004631.1
1764102,1764923,-1,T_RS08650,WP_001191856.1,NAD-dependent protein deacylase,NC_004631.1
1764942,1765850,-1,T_RS08655,WP_000291327.1,N-acetylglucosamine kinase,NC_004631.1
1765879,1767123,-1,T_RS08660,WP_000168092.1,lipoprotein-releasing ABC transporter permease subunit LolE,NC_004631.1
1767123,1767824,-1,T_RS08665,WP_001033714.1,lipoprotein-releasing ABC transporter ATP-binding protein LolD,NC_004631.1
1767817,1769016,-1,T_RS08670,WP_001518787.1,lipoprotein-releasing ABC transporter permease subunit LolC,NC_004631.1
1769354,1772800,1,T_RS08675,WP_001114340.1,transcription-repair coupling factor,NC_004631.1
1772948,1773730,1,T_RS08680,NA,L%2CD-transpeptidase family protein,NC_004631.1
1773836,1774093,-1,T_RS08685,WP_000800134.1,multiple stress resistance protein BhsA,NC_004631.1
1774335,1774970,1,T_RS08690,WP_000205980.1,TetR family copper-responsive transcriptional repressor ComR,NC_004631.1
1775044,1775583,-1,T_RS08695,WP_001043449.1,glycine zipper 2TM domain-containing protein,NC_004631.1
1775760,1777064,-1,T_RS08700,WP_000211053.1,NADH-quinone dehydrogenase,NC_004631.1
1777319,1777861,-1,T_RS08705,WP_000587943.1,alpha/beta hydrolase YcfP,NC_004631.1
1777886,1778911,-1,T_RS08710,WP_000529339.1,beta-N-acetylhexosaminidase,NC_004631.1
1778922,1779746,-1,T_RS08715,WP_001257320.1,thiamine kinase,NC_004631.1
1779727,1780365,-1,T_RS08720,WP_000164360.1,penicillin-binding protein activator LpoB,NC_004631.1
1780379,1780753,-1,T_RS08725,WP_000589560.1,YcfL family protein,NC_004631.1
1780756,1781115,-1,T_RS08730,WP_001532068.1,purine nucleoside phosphoramidase,NC_004631.1
1781457,1783632,1,T_RS08735,NA,ferric-rhodotorulic acid/ferric-coprogen receptor FhuE,NC_004631.1
1783717,1785150,-1,T_RS08740,WP_000475735.1,PTS glucose transporter subunit IIBC,NC_004631.1
1785445,1786242,-1,T_RS08745,WP_000480274.1,metal-dependent hydrolase,NC_004631.1
1786253,1787257,-1,T_RS08750,WP_000872450.1,DNA polymerase III subunit delta',NC_004631.1
1787254,1787895,-1,T_RS08755,WP_000535399.1,dTMP kinase,NC_004631.1
1787885,1788901,-1,T_RS08760,WP_000736473.1,cell division protein YceG,NC_004631.1
1788904,1789713,-1,T_RS08765,WP_000478660.1,aminodeoxychorismate lyase,NC_004631.1
1789837,1791078,-1,T_RS08770,WP_000044667.1,beta-ketoacyl-ACP synthase II,NC_004631.1
1791164,1791400,-1,T_RS08775,WP_000103754.1,acyl carrier protein,NC_004631.1
1791556,1792290,-1,T_RS08780,WP_000007236.1,3-oxoacyl-ACP reductase FabG,NC_004631.1
1792303,1793232,-1,T_RS08785,WP_000191346.1,ACP S-malonyltransferase,NC_004631.1
1793248,1794201,-1,T_RS08790,WP_000288151.1,beta-ketoacyl-ACP synthase III,NC_004631.1
1794281,1795360,-1,T_RS08795,WP_001518286.1,phosphate acyltransferase PlsX,NC_004631.1
1795494,1795667,-1,T_RS08800,WP_000290727.1,50S ribosomal protein L32,NC_004631.1
1795719,1796240,-1,T_RS08805,WP_001174492.1,23S rRNA accumulation protein YceD,NC_004631.1
1796438,1797022,1,T_RS08810,WP_001137608.1,Maf-like protein,NC_004631.1
1797105,1798064,-1,T_RS08815,WP_000846324.1,23S rRNA pseudouridine(955/2504/2580) synthase RluC,NC_004631.1
1798638,1801841,1,T_RS08825,WP_000827472.1,ribonuclease E,NC_004631.1
1802131,1802589,-1,T_RS08830,WP_000502119.1,IS200/IS605-like element IS200F family transposase,NC_004631.1
1802546,1802728,-1,T_RS26105,WP_000431187.1,hypothetical protein,NC_004631.1
1802811,1803764,-1,T_RS08835,WP_001223025.1,flagellar hook-associated protein FlgL,NC_004631.1
1803779,1805440,-1,T_RS08840,WP_000096425.1,flagellar hook-associated protein FlgK,NC_004631.1
1805505,1806455,-1,T_RS08845,WP_000578683.1,flagellar assembly peptidoglycan hydrolase FlgJ,NC_004631.1
1806455,1807552,-1,T_RS08850,WP_001518955.1,flagellar basal body P-ring protein FlgI,NC_004631.1
1807564,1808262,-1,T_RS08855,WP_001174897.1,flagellar basal body L-ring protein FlgH,NC_004631.1
1808317,1809099,-1,T_RS08860,WP_000625851.1,flagellar basal-body rod protein FlgG,NC_004631.1
1809113,1809868,-1,T_RS08865,WP_000349284.1,flagellar basal body rod protein FlgF,NC_004631.1
1809889,1811100,-1,T_RS08870,WP_000010567.1,flagellar hook protein FlgE,NC_004631.1
1811127,1811825,-1,T_RS08875,WP_000020450.1,flagellar hook assembly protein FlgD,NC_004631.1
1811837,1812241,-1,T_RS08880,WP_001196448.1,flagellar basal body rod protein FlgC,NC_004631.1
1812245,1812661,-1,T_RS08885,WP_000887042.1,flagellar basal body rod protein FlgB,NC_004631.1
1812818,1813477,1,T_RS08890,WP_001194076.1,flagellar basal body P-ring formation chaperone FlgA,NC_004631.1
1813569,1813862,1,T_RS08895,WP_000020892.1,anti-sigma-28 factor FlgM,NC_004631.1
1813867,1814289,1,T_RS08900,WP_000197547.1,flagella biosynthesis chaperone FlgN,NC_004631.1
1814371,1815906,-1,T_RS08905,WP_001764055.1,murein biosynthesis integral membrane protein MurJ,NC_004631.1
1816210,1817133,-1,T_RS08910,WP_001259737.1,Gfo/Idh/MocA family oxidoreductase,NC_004631.1
1817135,1817782,-1,T_RS08915,WP_000873047.1,YceH family protein,NC_004631.1
1817818,1818402,-1,T_RS08920,WP_000468201.1,ribosomal protein S5-alanine N-acetyltransferase,NC_004631.1
1818639,1819847,1,T_RS08925,WP_000092170.1,multidrug efflux MFS transporter MdtH,NC_004631.1
1819911,1820558,1,T_RS08930,WP_000780893.1,glutaredoxin 2,NC_004631.1
1820643,1821242,1,T_RS08935,WP_000088637.1,lipoprotein,NC_004631.1
1821346,1822392,1,T_RS08940,WP_000126592.1,dihydroorotase,NC_004631.1
1822466,1822711,1,T_RS08945,WP_001217768.1,DNA damage-inducible protein I,NC_004631.1
1823001,1823255,1,T_RS08950,WP_000414440.1,biofilm formation regulator BssS,NC_004631.1
1823368,1824486,1,T_RS08955,WP_000872781.1,N-methyl-L-tryptophan oxidase,NC_004631.1
1824527,1824640,1,T_RS08960,WP_001253282.1,YceO family protein,NC_004631.1
1824903,1825475,1,T_RS08965,NA,cytochrome b,NC_004631.1
1825472,1826047,1,T_RS08970,WP_000739886.1,YceI family protein,NC_004631.1
